0	1	text	audios	without_lm	with_lm
440203	நேபாளத்தில் ஏற்பட்ட நிலநடுக்கத்தில் பாதிக்கப்பட்ட மக்களுக்கு அல்லா உதவி செய்வானாக	நேபாளத்தில் ஏற்பட்ட நிலநடுக்கத்தில் பாதிக்கப்பட்ட மக்களுக்கு அல்லா உதவி செய்வானாக	/home/ubuntu/speech_data/t-seed/MSR/microsoftspeechcorpusindianlanguages/ta-in-Test/Audios/000440203.wav	நேபாஅலத்தில் ஏர்பட்ட நிறணடுக்கத்தில் பாதிக்கப்பட்ட மக்களக்கு அல்லா உதவிசெய்வானாக	நேபாளத்தில் ஏற்பட்ட நிலநடுக்கத்தில் பாதிக்கப்பட்ட மக்களுக்கு அல்லா உதவி செய்வானாக
520021	நீங்க அழகா இருக்கீங்க என்று சொல்வது அப்போதைக்கு நாம் சந்தோஷ படனுன்னு சொல்லபடுற பொய்	நீங்க அழகா இருக்கீங்க என்று சொல்வது அப்போதைக்கு நாம் சந்தோஷ படனுன்னு சொல்லபடுற பொய்	/home/ubuntu/speech_data/t-seed/MSR/microsoftspeechcorpusindianlanguages/ta-in-Test/Audios/000520021.wav	நேக அழகா இருக்கிஞ என்று சொல்வது அப்போதைக்க நாம்சந்தோஷ படனொம்னு சொல்லாப்வடற பொய்	நேய அழகா இருக்கே என்று சொல்வது அப்போதைக்கு நாம் சந்தோஷ படனுன்னு சொல்லபடுற பொய்
150447	சம்பந்தப்பட்ட கடல் பகுதிகளில் உள்ள மாநில அரசிடம் இதுகுறித்து தெரிவிக்கக் கூட மத்திய அரசு முன்வருவதில்லை	சம்பந்தப்பட்ட கடல் பகுதிகளில் உள்ள மாநில அரசிடம் இதுகுறித்து தெரிவிக்கக் கூட மத்திய அரசு முன்வருவதில்லை	/home/ubuntu/speech_data/t-seed/MSR/microsoftspeechcorpusindianlanguages/ta-in-Test/Audios/000150447.wav	சமந்தபட்ட கடல் பகுரியளைலொள்ள மாநில் அரசிடம் இதுகுறித்துத் தரிவிக்க குட மாத்தியரச முன்வருவதில்லை	சுமந்து பட்ட கடல் பகுதியை உள்ள மாநில அரசிடம் இதுகுறித்து தெரிவிக்க கூட மத்திய அரச முன்வருவதில்லை
80140	தமிழ்நாட்டு திரைப்பட இயக்குனர்கள் சங்கம் இன்று நடத்தும் உண்ணாவிரத்திற்கு தமிழ்த் திரைப்பட தயாரிப்பாளர் சங்கம் ஆதரவு	தமிழ்நாட்டு திரைப்பட இயக்குனர்கள் சங்கம் இன்று நடத்தும் உண்ணாவிரத்திற்கு தமிழ்த் திரைப்பட தயாரிப்பாளர் சங்கம் ஆதரவு	/home/ubuntu/speech_data/t-seed/MSR/microsoftspeechcorpusindianlanguages/ta-in-Test/Audios/000080140.wav	தமிழழாட்டுத திரைப்பட ஏகுணர்கள் சங்கம் இன்று நடத்து முன்னாபரததிறுக்குத் தமிழ்திரைப்பிட தையா ரிப்பாலரசங்கம் ஆதரவு	தமிழ்நாட்டு திரைப்பட ஏ கணங்கள் சங்கம் இன்று நடந்து முன் னா ரத தவறுக்கு தமிழ் திரைப்பட தயாரிப் பலர் சங்கம் ஆதரவு
1300218	பாகிஸ்தானில் பிறந்ததை தவிர அந்த பிஞ்சுகள் செய்த பாவம் என்ன	பாகிஸ்தானில் பிறந்ததை தவிர அந்த பிஞ்சுகள் செய்த பாவம் என்ன	/home/ubuntu/speech_data/t-seed/MSR/microsoftspeechcorpusindianlanguages/ta-in-Test/Audios/001300218.wav	பாகிதன்ணிப் பிறந்ததைத்தவிர அந்த பின்றுகள் செய்த பாவம்என்ன	பாகிஸ்தான் பிறந்ததை தவிர அந்த பிஞ்சுகள் செய்த பாவம் என்ன
1320105	அனைவரும் நலமுடனும் வளமுடனும் வாழ இறைவனை பிராத்தனை செய்வோம்	அனைவரும் நலமுடனும் வளமுடனும் வாழ இறைவனை பிராத்தனை செய்வோம்	/home/ubuntu/speech_data/t-seed/MSR/microsoftspeechcorpusindianlanguages/ta-in-Test/Audios/001320105.wav	அனைவரும் நலமடமும் வலம்உடவும் வாழ இரேவனைப பிராத்தனைச் செய்வோம்	அனைவரும் நலமுடனும் வலம் உதவும் வாழ இறைவனை பிராத்தனை செய்வோம்
2000298	அவர்கள் முன் தேர்தலின் போது பயன்படுத்தப்பட்ட எந்திரங்கள்	அவர்கள் முன் தேர்தலின் போது பயன்படுத்தப்பட்ட எந்திரங்கள்	/home/ubuntu/speech_data/t-seed/MSR/microsoftspeechcorpusindianlanguages/ta-in-Test/Audios/002000298.wav	அவர்கள்முன் தேர்தலில் பொது பேயண்படுத் தப்பட்ட எந்திரங்கள்	அவர்கள் முன் தேர்தலில் பொது பயன்படுத்தப்பட்ட எந்திரங்கள்
530232	யாராவது இந்த கல்ல வச்சிக்கிட்டு சிலேட்டும் புக்கும் வாங்கி தரிங்கலா	யாராவது இந்த கல்ல வச்சிக்கிட்டு சிலேட்டும் புக்கும் வாங்கி தரிங்கலா	/home/ubuntu/speech_data/t-seed/MSR/microsoftspeechcorpusindianlanguages/ta-in-Test/Audios/000530232.wav	யா ராவதிந்த கல்லவெச்சுகிட்டே் சிலேட்டும்புக்கு் வாங்கித்ததிங்கிலா	யாராவது இந்த கல்ல வச்சு கிட்ட சிலேட்டும் புக்கும் வாங்கி தரிங்கலா
150358	திமுக சார்பில் யார் அமைச்சராக வேண்டும் என்பது குறித்தெல்லாம் இன்னும் முடிவாகவில்லை	திமுக சார்பில் யார் அமைச்சராக வேண்டும் என்பது குறித்தெல்லாம் இன்னும் முடிவாகவில்லை	/home/ubuntu/speech_data/t-seed/MSR/microsoftspeechcorpusindianlanguages/ta-in-Test/Audios/000150358.wav	தீமுகா சார்பில் யார் அமைச்சராக வேண்டுமென்பது குறித தெல்லாம் இன்னும் முடிவாக வில்லை	திமுகா சார்பில் யார் அமைச்சராக வேண்டுமென்று குறித்தெல்லாம் இன்னும் முடிவாகவில்லை
